fn_name,baseline_median_s,baseline_mean_s,post_median_s,post_mean_s,median_delta_s,median_delta_pct
discover_excel_files,0.0403950000000464,0.0553362000000372,0.0450362000000268,0.0573891333333639,0.0046411999999804,11.4895407846889
read_excel_file_sheets,15.7969482,15.8468984666667,16.0161665000001,15.9732415666667,0.219218300000101,1.387725636779
reshape_to_long,0.00111540000006016,0.00412516666667292,0.00323190000000295,0.00535490000002407,0.00211649999994279,189.752555121807
