n,median_s,mean_s,sd_s,min_s,max_s,iqr_s,p95_s,p99_s,cv_s,n_reps,fn_name,stage
1000,0.00757900000007794,0.00770963333337704,0.00647793795149466,0.00129800000001978,0.0142519000000334,0.00647695000000681,0.0135846100000379,0.0141184420000343,0.840239434403444,3,reshape_to_long,1-import
5000,0.00400489999992715,0.00408129999995784,0.000486123729138375,0.00363789999994424,0.00460110000000213,0.000481600000028948,0.00454147999999464,0.00458917600000063,0.119110021106852,3,reshape_to_long,1-import
10000,0.00748120000002928,0.0074298000000302,0.000139208764077743,0.00727220000004536,0.00753600000001597,0.000131899999985308,0.0075305200000173,0.00753490400001624,0.0187365425821929,3,reshape_to_long,1-import
1000,0.0381833000000711,0.0514868333333614,0.0230675149475141,0.0381542999999738,0.0781229000000394,0.0199843000000328,0.0741289400000426,0.07732410800004,0.448027455838254,3,discover_excel_files,1-import
5000,0.0416780000000472,0.0422676333333622,0.00318810992648091,0.0394155000000183,0.0457094000000211,0.00314695000000143,0.0453062600000237,0.0456287720000216,0.0754267432324986,3,discover_excel_files,1-import
10000,0.0435394000000429,0.0433770666667025,0.000957378234204417,0.0423489000000359,0.0442429000000288,0.000946999999996478,0.0441725500000302,0.0442288300000291,0.0220710690642281,3,discover_excel_files,1-import
1000,18.2920823000001,18.3121742,0.0689775711309384,18.2554733000001,18.388967,0.0667468499999586,18.37927853,18.387029306,0.00376676031898704,3,read_excel_file_sheets,1-import
5000,18.3191178,18.3515056333334,0.563369518389808,17.8050287,18.9303704000001,0.562670850000018,18.8692451400001,18.9181453480001,0.0306988172875861,3,read_excel_file_sheets,1-import
10000,18.783096,18.7787672666667,0.0348134280156698,18.7419919,18.8112139,0.034610999999984,18.80840211,18.810651542,0.00185387185012221,3,read_excel_file_sheets,1-import
