fn_name,stage,n,median_s,mean_s,p95_s,cv_s,best_class,r_squared,complexity_rank
apply_standardize_rules,2-post_processing,1000000,0.549840900000049,0.539547400000038,0.55327868000004,0.0313534409344383,O(n),0.996421388963725,3
drop_na_value_rows,0-general,1000000,0.139312099999984,0.174031860000025,0.319120620000047,0.702187552024112,O(n log n),0.997363417150235,4
extract_aggregated_rows,2-post_processing,1000000,0.330323600000042,0.41538926000004,0.606679520000023,0.338650172968462,O(n),0.999628311756924,3
normalize_for_comparison,3-export,1000000,0.824139800000012,0.838082820000045,1.03424678000006,0.196253554392167,O(n),0.998883622716196,3
