stage,fn_name,overall_median_s,max_n,max_n_median_s,p95_at_max_n_s,mean_cv
1-import,read_excel_file_sheets,4.4172420000001,100000,2.8687460000001,3.70211187000001,0.102746600300886
2-post_processing,aggregate_standardized_rows,0.0346337999999378,100000,0.092326000000071,0.161219810000023,0.293471207615494
2-post_processing,apply_standardize_rules,0.0113217000000532,100000,0.0495889000000034,0.109674100000063,0.383904704671271
2-post_processing,extract_aggregated_rows,0.015713900000037,100000,0.0326866000000337,0.0353842600000462,0.146563996121224
