stage,fn_name,overall_median_s,max_n,max_n_median_s,p95_at_max_n_s,mean_cv
1-import,read_excel_file_sheets,2.95548610000003,100000,2.84503910000001,3.98022386000008,0.105134433804835
2-post_processing,apply_standardize_rules,0.0200638999999683,100000,0.0809906000000638,0.163495170000044,0.376550525411961
2-post_processing,aggregate_standardized_rows,0.0316867000000229,100000,0.0775002000000313,0.105073840000011,0.356264058142553
2-post_processing,extract_aggregated_rows,0.0215531000000055,100000,0.0362587000000758,0.118991509999989,0.344833735107814
