n,rep,elapsed_s,stage,fn_name
100000,3,0.058920500000113,2-post_processing,aggregate_standardized_rows
100000,4,0.0452271999999994,2-post_processing,aggregate_standardized_rows
100000,5,0.0462557000000743,2-post_processing,aggregate_standardized_rows
100000,6,0.0506445000000895,2-post_processing,aggregate_standardized_rows
100000,7,0.0478570000000218,2-post_processing,aggregate_standardized_rows
5000,1,0.00573350000001938,2-post_processing,extract_aggregated_rows
5000,2,0.0118978000000425,2-post_processing,extract_aggregated_rows
5000,3,0.00533719999998539,2-post_processing,extract_aggregated_rows
5000,4,0.00746590000005654,2-post_processing,extract_aggregated_rows
5000,5,0.00653069999998479,2-post_processing,extract_aggregated_rows
5000,6,0.00548749999995835,2-post_processing,extract_aggregated_rows
5000,7,0.00572830000010072,2-post_processing,extract_aggregated_rows
10000,1,0.00942520000000968,2-post_processing,extract_aggregated_rows
10000,2,0.00723730000004252,2-post_processing,extract_aggregated_rows
10000,3,0.00752599999998438,2-post_processing,extract_aggregated_rows
10000,4,0.00734880000004523,2-post_processing,extract_aggregated_rows
10000,5,0.00850409999998192,2-post_processing,extract_aggregated_rows
10000,6,0.00758340000004409,2-post_processing,extract_aggregated_rows
10000,7,0.00802630000009685,2-post_processing,extract_aggregated_rows
25000,1,0.0120692000000417,2-post_processing,extract_aggregated_rows
25000,2,0.0115787000000864,2-post_processing,extract_aggregated_rows
25000,3,0.0117318000000068,2-post_processing,extract_aggregated_rows
25000,4,0.0137230000000272,2-post_processing,extract_aggregated_rows
25000,5,0.0166140000001178,2-post_processing,extract_aggregated_rows
25000,6,0.0188931999999795,2-post_processing,extract_aggregated_rows
25000,7,0.0192445000000134,2-post_processing,extract_aggregated_rows
50000,1,0.0341098000001239,2-post_processing,extract_aggregated_rows
50000,2,0.0309357000001,2-post_processing,extract_aggregated_rows
50000,3,0.0289682999999741,2-post_processing,extract_aggregated_rows
50000,4,0.0337147000000186,2-post_processing,extract_aggregated_rows
50000,5,0.0357559000000265,2-post_processing,extract_aggregated_rows
50000,6,0.036399000000074,2-post_processing,extract_aggregated_rows
50000,7,0.0397762000000057,2-post_processing,extract_aggregated_rows
100000,1,0.0364963000000671,2-post_processing,extract_aggregated_rows
100000,2,0.0327948000000333,2-post_processing,extract_aggregated_rows
100000,3,0.041672100000028,2-post_processing,extract_aggregated_rows
100000,4,0.0305903999999373,2-post_processing,extract_aggregated_rows
100000,5,0.0441637000000128,2-post_processing,extract_aggregated_rows
100000,6,0.0409167000000252,2-post_processing,extract_aggregated_rows
100000,7,0.0633524999999509,2-post_processing,extract_aggregated_rows
