n,median_s,mean_s,sd_s,min_s,max_s,iqr_s,p95_s,p99_s,cv_s,n_reps,stage,fn_name
5000,3.46967630000006,3.70656942857147,0.904240237987671,2.7456628000001,4.98430259999998,1.50960125000006,4.84254549000001,4.95595117799998,0.243956104266519,7,1-import,read_excel_file_sheets
10000,3.04043139999999,3.20186611428574,0.423428109353007,2.88842870000008,4.14202940000007,0.113769749999847,3.84621938,4.08286739600006,0.132244164571342,7,1-import,read_excel_file_sheets
25000,3.00054980000004,2.99371468571436,0.0992102250436202,2.80015290000006,3.10973700000011,0.0818856500000607,3.09275748000011,3.10634109600011,0.033139505750845,7,1-import,read_excel_file_sheets
50000,3.07123090000005,3.06852555714287,0.0827956192968714,2.91068389999998,3.19113690000006,0.0253865999999903,3.16403901000002,3.18571732200005,0.0269822159714919,7,1-import,read_excel_file_sheets
100000,3.05508009999994,3.02430051428576,0.240110852727145,2.60107900000003,3.30883760000006,0.28290434999991,3.27753962000005,3.30257800400006,0.0793938471368648,7,1-import,read_excel_file_sheets
5000,0.00761840000006941,0.0119254000000118,0.0104281406695403,0.00675219999993715,0.0352463000000398,0.00268314999993891,0.028221350000058,0.0338413100000434,0.874447873407183,7,2-post_processing,apply_standardize_rules
10000,0.00913650000006783,0.00949395714288974,0.000798874512129166,0.00846370000010666,0.0105416000000105,0.00115864999997939,0.0105079099999898,0.0105348620000063,0.0841455780877905,7,2-post_processing,apply_standardize_rules
25000,0.0156256000000212,0.0158993571428872,0.00153943692828625,0.0143233000000009,0.0192025000000058,0.000416850000021896,0.0181737100000078,0.0189967420000062,0.0968238473072444,7,2-post_processing,apply_standardize_rules
50000,0.0322846000000254,0.0342173428571836,0.00957127127810194,0.0245136000000912,0.0537097999999787,0.00692420000001448,0.0487862600000085,0.0527250919999847,0.279719887019005,7,2-post_processing,apply_standardize_rules
100000,0.094537100000025,0.109752971428601,0.0457089234895941,0.0602188999999953,0.180317700000046,0.064201750000052,0.173955600000045,0.179045280000046,0.416470942833011,7,2-post_processing,apply_standardize_rules
5000,0.0128590000000486,0.0162590285714746,0.00953492045865479,0.0113252999999531,0.0374803000000838,0.00332910000008724,0.0311932000000979,0.0362228800000867,0.586438508102702,7,2-post_processing,aggregate_standardized_rows
10000,0.01333000000011,0.0144759714286075,0.00326467168574093,0.0122923999999784,0.0216427000000294,0.00157354999993231,0.0194747800000187,0.0212091160000273,0.225523496080495,7,2-post_processing,aggregate_standardized_rows
25000,0.0273306000000275,0.0268648571429009,0.00660483318635295,0.0197334000000637,0.0387266000000182,0.00764340000006314,0.0363735500000416,0.0382559900000229,0.245854022272301,7,2-post_processing,aggregate_standardized_rows
50000,0.0411439999999175,0.0405997857143185,0.00585144566108899,0.0327973000000839,0.0482676000000311,0.00707290000002558,0.0473986500000592,0.0480938100000367,0.144125038054704,7,2-post_processing,aggregate_standardized_rows
100000,0.0514084000000139,0.0692086142857339,0.0450079943600953,0.0479189000000133,0.170922300000029,0.00745924999995395,0.137009549999993,0.164139750000022,0.650323587960825,7,2-post_processing,aggregate_standardized_rows
5000,0.00524010000003727,0.00627910000004509,0.0023580108198782,0.0049520999999686,0.0114925000000312,0.000989099999969767,0.00998122000005423,0.0111902440000358,0.375533248373376,7,2-post_processing,extract_aggregated_rows
10000,0.00816499999996267,0.00810258571428741,0.000268836911096858,0.00777610000000095,0.00852650000001631,0.000347950000048058,0.0084563900000262,0.00851247800001829,0.0331791505300356,7,2-post_processing,extract_aggregated_rows
25000,0.0123648000000003,0.012453628571393,0.000955040721204704,0.0110975000000053,0.0137499000001071,0.0010407000000896,0.0137185800000907,0.0137436360001038,0.0766877473283981,7,2-post_processing,extract_aggregated_rows
50000,0.0238868000000139,0.0238750714286198,0.00426928228501414,0.020042500000045,0.0326143000000911,0.00348014999997304,0.0302176600000507,0.0321349720000831,0.178817571196726,7,2-post_processing,extract_aggregated_rows
100000,0.0311940999999933,0.0313050857143123,0.00763953298147903,0.0248639000000139,0.0470776000000797,0.00621180000001687,0.0426186400000688,0.0461858080000775,0.244034884657298,7,2-post_processing,extract_aggregated_rows
