n,rep,elapsed_s,stage,fn_name
25000,3,0.0346337999999378,2-post_processing,aggregate_standardized_rows
25000,4,0.0437650000000076,2-post_processing,aggregate_standardized_rows
25000,5,0.0305610999999999,2-post_processing,aggregate_standardized_rows
25000,6,0.03043480000008,2-post_processing,aggregate_standardized_rows
25000,7,0.0455733999999666,2-post_processing,aggregate_standardized_rows
50000,1,0.0557743000000528,2-post_processing,aggregate_standardized_rows
50000,2,0.0691663000000062,2-post_processing,aggregate_standardized_rows
50000,3,0.0888601000000335,2-post_processing,aggregate_standardized_rows
50000,4,0.148416900000029,2-post_processing,aggregate_standardized_rows
50000,5,0.0553058000000419,2-post_processing,aggregate_standardized_rows
50000,6,0.0566828000000896,2-post_processing,aggregate_standardized_rows
50000,7,0.0649073000000726,2-post_processing,aggregate_standardized_rows
100000,1,0.0887774000000263,2-post_processing,aggregate_standardized_rows
100000,2,0.185343200000034,2-post_processing,aggregate_standardized_rows
100000,3,0.101765999999998,2-post_processing,aggregate_standardized_rows
100000,4,0.0875134000000344,2-post_processing,aggregate_standardized_rows
100000,5,0.092326000000071,2-post_processing,aggregate_standardized_rows
100000,6,0.084998300000052,2-post_processing,aggregate_standardized_rows
100000,7,0.104931899999997,2-post_processing,aggregate_standardized_rows
5000,1,0.0164293000000271,2-post_processing,extract_aggregated_rows
5000,2,0.00779640000007476,2-post_processing,extract_aggregated_rows
5000,3,0.00770520000003216,2-post_processing,extract_aggregated_rows
5000,4,0.00826060000008511,2-post_processing,extract_aggregated_rows
5000,5,0.00897310000004836,2-post_processing,extract_aggregated_rows
5000,6,0.00871600000004946,2-post_processing,extract_aggregated_rows
5000,7,0.00859800000000632,2-post_processing,extract_aggregated_rows
10000,1,0.0113479999999981,2-post_processing,extract_aggregated_rows
10000,2,0.0100922999999966,2-post_processing,extract_aggregated_rows
10000,3,0.0104729000000816,2-post_processing,extract_aggregated_rows
10000,4,0.0100320000000238,2-post_processing,extract_aggregated_rows
10000,5,0.00998540000000503,2-post_processing,extract_aggregated_rows
10000,6,0.00960969999994177,2-post_processing,extract_aggregated_rows
10000,7,0.0106868000000304,2-post_processing,extract_aggregated_rows
25000,1,0.0156147999999803,2-post_processing,extract_aggregated_rows
25000,2,0.0148726000001034,2-post_processing,extract_aggregated_rows
25000,3,0.0170465999999578,2-post_processing,extract_aggregated_rows
25000,4,0.0164815000000544,2-post_processing,extract_aggregated_rows
25000,5,0.0203414000001203,2-post_processing,extract_aggregated_rows
25000,6,0.0150398000000678,2-post_processing,extract_aggregated_rows
25000,7,0.015713900000037,2-post_processing,extract_aggregated_rows
50000,1,0.0278780999999526,2-post_processing,extract_aggregated_rows
50000,2,0.0252636000000166,2-post_processing,extract_aggregated_rows
50000,3,0.0362281999999823,2-post_processing,extract_aggregated_rows
50000,4,0.0263902000000371,2-post_processing,extract_aggregated_rows
50000,5,0.027249500000039,2-post_processing,extract_aggregated_rows
50000,6,0.0324946000000637,2-post_processing,extract_aggregated_rows
50000,7,0.0250492999999779,2-post_processing,extract_aggregated_rows
100000,1,0.0326968000000534,2-post_processing,extract_aggregated_rows
100000,2,0.0299946000000091,2-post_processing,extract_aggregated_rows
100000,3,0.0326866000000337,2-post_processing,extract_aggregated_rows
100000,4,0.034925899999962,2-post_processing,extract_aggregated_rows
100000,5,0.0269702000000507,2-post_processing,extract_aggregated_rows
100000,6,0.0314447999999175,2-post_processing,extract_aggregated_rows
100000,7,0.0355807000000823,2-post_processing,extract_aggregated_rows
