n,rep,elapsed_s,stage,fn_name
100000,6,0.159110700000042,2-post_processing,apply_standardize_rules
100000,7,0.0602188999999953,2-post_processing,apply_standardize_rules
5000,1,0.0374803000000838,2-post_processing,aggregate_standardized_rows
5000,2,0.0165233000001308,2-post_processing,aggregate_standardized_rows
5000,3,0.0128590000000486,2-post_processing,aggregate_standardized_rows
5000,4,0.0113252999999531,2-post_processing,aggregate_standardized_rows
5000,5,0.0128801000000749,2-post_processing,aggregate_standardized_rows
5000,6,0.0113361999999597,2-post_processing,aggregate_standardized_rows
5000,7,0.0114090000000715,2-post_processing,aggregate_standardized_rows
10000,1,0.0144162999999935,2-post_processing,aggregate_standardized_rows
10000,2,0.0141906000000063,2-post_processing,aggregate_standardized_rows
10000,3,0.0131316000000652,2-post_processing,aggregate_standardized_rows
10000,4,0.0122923999999784,2-post_processing,aggregate_standardized_rows
10000,5,0.01333000000011,2-post_processing,aggregate_standardized_rows
10000,6,0.01232820000007,2-post_processing,aggregate_standardized_rows
10000,7,0.0216427000000294,2-post_processing,aggregate_standardized_rows
25000,1,0.0213423999999804,2-post_processing,aggregate_standardized_rows
25000,2,0.022145900000055,2-post_processing,aggregate_standardized_rows
25000,3,0.0308831000000964,2-post_processing,aggregate_standardized_rows
25000,4,0.0197334000000637,2-post_processing,aggregate_standardized_rows
25000,5,0.0273306000000275,2-post_processing,aggregate_standardized_rows
25000,6,0.0278920000000653,2-post_processing,aggregate_standardized_rows
25000,7,0.0387266000000182,2-post_processing,aggregate_standardized_rows
50000,1,0.0327973000000839,2-post_processing,aggregate_standardized_rows
50000,2,0.0453711000001249,2-post_processing,aggregate_standardized_rows
50000,3,0.0411439999999175,2-post_processing,aggregate_standardized_rows
50000,4,0.0482676000000311,2-post_processing,aggregate_standardized_rows
50000,5,0.0329721000000518,2-post_processing,aggregate_standardized_rows
50000,6,0.0409498000000212,2-post_processing,aggregate_standardized_rows
50000,7,0.0426965999999993,2-post_processing,aggregate_standardized_rows
100000,1,0.170922300000029,2-post_processing,aggregate_standardized_rows
100000,2,0.0507600000000821,2-post_processing,aggregate_standardized_rows
100000,3,0.0578797999999097,2-post_processing,aggregate_standardized_rows
100000,4,0.0479189000000133,2-post_processing,aggregate_standardized_rows
100000,5,0.0514084000000139,2-post_processing,aggregate_standardized_rows
100000,6,0.0566848000000846,2-post_processing,aggregate_standardized_rows
100000,7,0.0488861000000043,2-post_processing,aggregate_standardized_rows
5000,1,0.00566870000000108,2-post_processing,extract_aggregated_rows
5000,2,0.0114925000000312,2-post_processing,extract_aggregated_rows
5000,3,0.00518890000012107,2-post_processing,extract_aggregated_rows
5000,4,0.00495650000004844,2-post_processing,extract_aggregated_rows
5000,5,0.0049520999999686,2-post_processing,extract_aggregated_rows
5000,6,0.00524010000003727,2-post_processing,extract_aggregated_rows
5000,7,0.00645490000010796,2-post_processing,extract_aggregated_rows
10000,1,0.00816499999996267,2-post_processing,extract_aggregated_rows
10000,2,0.00777610000000095,2-post_processing,extract_aggregated_rows
10000,3,0.00818040000001474,2-post_processing,extract_aggregated_rows
10000,4,0.00781910000000607,2-post_processing,extract_aggregated_rows
10000,5,0.00795819999996184,2-post_processing,extract_aggregated_rows
10000,6,0.00829280000004928,2-post_processing,extract_aggregated_rows
10000,7,0.00852650000001631,2-post_processing,extract_aggregated_rows
25000,1,0.011809299999868,2-post_processing,extract_aggregated_rows
25000,2,0.0110975000000053,2-post_processing,extract_aggregated_rows
25000,3,0.0137499000001071,2-post_processing,extract_aggregated_rows
25000,4,0.0123767999998563,2-post_processing,extract_aggregated_rows
25000,5,0.0121315999998615,2-post_processing,extract_aggregated_rows
25000,6,0.0123648000000003,2-post_processing,extract_aggregated_rows
25000,7,0.0136455000000524,2-post_processing,extract_aggregated_rows
50000,1,0.020042500000045,2-post_processing,extract_aggregated_rows
50000,2,0.0207969000000503,2-post_processing,extract_aggregated_rows
50000,3,0.0210139000000709,2-post_processing,extract_aggregated_rows
50000,4,0.0238868000000139,2-post_processing,extract_aggregated_rows
50000,5,0.0246254999999564,2-post_processing,extract_aggregated_rows
50000,6,0.0241456000001108,2-post_processing,extract_aggregated_rows
50000,7,0.0326143000000911,2-post_processing,extract_aggregated_rows
100000,1,0.0260313999999653,2-post_processing,extract_aggregated_rows
100000,2,0.0257568000000674,2-post_processing,extract_aggregated_rows
100000,3,0.0322144000000435,2-post_processing,extract_aggregated_rows
100000,4,0.0248639000000139,2-post_processing,extract_aggregated_rows
100000,5,0.0319974000000229,2-post_processing,extract_aggregated_rows
100000,6,0.0311940999999933,2-post_processing,extract_aggregated_rows
100000,7,0.0470776000000797,2-post_processing,extract_aggregated_rows
