stage,fn_name,overall_median_s_iter0,max_n_iter0,max_n_median_s_iter0,p95_at_max_n_s_iter0,mean_cv_iter0,overall_median_s_iter1,max_n_iter1,max_n_median_s_iter1,p95_at_max_n_s_iter1,mean_cv_iter1,delta_overall_median_s,pct_overall_change,speedup_overall_x,delta_max_n_median_s,pct_max_n_change,speedup_max_n_x
1-import,read_excel_file_sheets,4.4172420000001,100000,2.8687460000001,3.70211187000001,0.102746600300886,2.95548610000003,100000,2.84503910000001,3.98022386000008,0.105134433804835,-1.46175590000007,-33.0920492922968,1.49459068679093,-0.0237069000000902,-0.826385465987212,1.0083327150056
2-post_processing,aggregate_standardized_rows,0.0346337999999378,100000,0.092326000000071,0.161219810000023,0.293471207615494,0.0316867000000229,100000,0.0775002000000313,0.105073840000011,0.356264058142553,-0.0029470999999149,-8.50931748731065,1.09300747632012,-0.0148258000000397,-16.058098477166,1.19130015148392
2-post_processing,apply_standardize_rules,0.0113217000000532,100000,0.0495889000000034,0.109674100000063,0.383904704671271,0.0200638999999683,100000,0.0809906000000638,0.163495170000044,0.376550525411961,0.0087421999999151,77.2163191029088,0.564282118634517,0.0314017000000604,63.3240503420287,0.612279696655715
2-post_processing,extract_aggregated_rows,0.015713900000037,100000,0.0326866000000337,0.0353842600000462,0.146563996121224,0.0215531000000055,100000,0.0362587000000758,0.118991509999989,0.344833735107814,0.0058391999999685,37.1594575500337,0.729078415635477,0.0035721000000421,10.9283314876384,0.901482954434808
